d_equivalent,dx_i,poro_eff,Re,k_in_micron2
12.9543204434797,2e-06,0.8996,0.00515898152437893,28.8010690733635
12.6748997142144,2e-06,0.9074,0.00735346657521701,38.3649651920413
12.8900016229269,2e-06,0.8908,0.00341368559219608,21.0372022870447
13.768558355535,2e-06,0.8978,0.00454619499292424,24.3559957903521
13.795753502214,2e-06,0.9024,0.00653205946341922,33.1841303427326
13.0601685003795,2e-06,0.8948,0.00471920018793345,27.5286168072528
13.4761898956434,2e-06,0.8907,0.0031298056539027,18.4677490369371
13.0368667905245,2e-06,0.8891,0.00553110534113568,34.2921443817956
12.5320453993369,2e-06,0.9077,0.00277617473191325,14.5968521456956
13.1535862487859,2e-06,0.8972,0.00442418795955051,24.9728580326737
13.3629049677115,2e-06,0.9092,0.00310943730706064,15.058522160165
12.7613278775634,2e-06,0.89,0.00402422941430708,25.2559988054147
13.3968710166702,2e-06,0.902,0.00282787443813192,14.8611114167824
13.9421539515994,2e-06,0.8891,0.00565016861938677,32.7557446264786
14.1096031790718,2e-06,0.8914,0.00769329192603325,43.0456840709363
12.7092514178495,2e-06,0.8863,0.00247032998254638,16.1580787192229
12.7548555910856,2e-06,0.879,0.00298045525437171,20.8438798598911
13.0049801352825,2e-06,0.8988,0.00663076037306724,37.2002702419629
12.5759205023516,2e-06,0.888,0.00329583032906961,21.4192926855364
13.5510864114095,2e-06,0.9083,0.00833476022014049,40.2377810343902
13.0138608750629,2e-06,0.8897,0.00460377235184554,28.4193806208749
13.9514231445602,2e-06,0.8918,0.00459508055163293,25.8946125109863
12.8127481550073,2e-06,0.8873,0.00438388623701971,28.1608283972758
12.9949848362793,2e-06,0.8923,0.00418302465409709,25.1764483121291
11.9726451199299,2e-06,0.8894,0.0032998223058226,22.2092274495496
12.6456224818213,2e-06,0.9009,0.00757541303753316,42.7010130138038
13.6092909701396,2e-06,0.9084,0.00353794555005324,16.9866993103945
12.4323300747068,2e-06,0.8954,0.00486275785469801,29.6087254105454
13.5745181410068,2e-06,0.8935,0.00418930281120669,23.8367689967634
13.1328554180993,2e-06,0.9039,0.00552898697529195,29.0044350682302
13.1768843476176,2e-06,0.8977,0.00667108215937927,37.385480735345
13.6929345086033,2e-06,0.8844,0.00329792216411591,20.3998970859296
12.8421234352755,2e-06,0.8944,0.00297434316150584,17.719904089896
12.8541128869329,2e-06,0.8972,0.00366257735579592,21.1555125613907
13.1244084588387,2e-06,0.8857,0.00338139148813102,21.5451890208501
13.7866977009209,2e-06,0.8943,0.00365814098271955,20.3220234598225
13.1906352217535,2e-06,0.8874,0.00203178408286736,12.6650181158306
13.218684062221,2e-06,0.8946,0.00666364056819253,38.4866458656698
14.0533504927508,2e-06,0.9105,0.00531349441612857,24.0834356516348
12.6993795753497,2e-06,0.8881,0.00347531748413766,22.3437057540585
12.7278835622762,2e-06,0.8944,0.00305767707368692,18.3798751431343
13.0338326312382,2e-06,0.8832,0.00312448823255282,20.5430792594805
13.2668212189563,2e-06,0.8827,0.00500170196091637,32.4646574148193
12.8124214414646,2e-06,0.8932,0.00594232936054045,35.9354467198774
12.7810402146832,2e-06,0.8949,0.00657545672661153,39.1528099666909
12.7375690415097,2e-06,0.8926,0.0048588278964959,29.7418082944426
12.9614601925526,2e-06,0.8884,0.00341581836584975,21.4521828217093
13.9114923639041,2e-06,0.8858,0.00268968406242544,16.1522482835552
12.2557043922838,2e-06,0.8947,0.00418557890059978,26.0461295008342
13.4879141453439,2e-06,0.8962,0.00756748950381901,42.1089540631718
12.3917223424798,2e-06,0.8909,0.00475060268011386,30.422004986916
12.922379878193,2e-06,0.9101,0.00785774163894139,38.9225087202279
13.3145438609817,2e-06,0.9031,0.00330021167017796,17.2336966311828
13.3398348907721,2e-06,0.8865,0.00477019431309538,29.6672808874397
13.2675031275798,2e-06,0.8897,0.00567110280697613,34.3388106839362
12.8622871498244,2e-06,0.8729,0.00297276448009055,21.8071225992127
12.459957925384,2e-06,0.9104,0.0124271693481083,63.607218895194
11.8359357332374,2e-06,0.8933,0.00230427243496849,15.068614328206
13.2241180193908,2e-06,0.8989,0.00421277202709637,23.2175303865018
13.4304956788397,2e-06,0.902,0.00593857441962736,31.130400340602
13.0512315491044,2e-06,0.8902,0.0048680808232206,29.8123383347727
12.1424551236958,2e-06,0.9035,0.00435419265775955,24.818486665183
12.7667128012172,2e-06,0.8938,0.00239218023285521,14.4269318750916
12.8328562930025,2e-06,0.8936,0.0062979824409527,37.866188132132
13.714723197155,2e-06,0.8821,0.00294391560367103,18.5912802523448
13.2357110924733,2e-06,0.8909,0.00475327339868035,28.4981267291717
12.8311162436644,2e-06,0.8875,0.00299005714828563,19.1414227963456
12.9912214251382,2e-06,0.8907,0.00350889224674553,21.4775017105457
13.7518859312456,2e-06,0.8907,0.00503592269467593,29.1192717164099
13.4106099950321,2e-06,0.8963,0.00481428370335289,26.9143262582437
12.9286237097711,2e-06,0.8845,0.00345811425428636,22.6332122138539
13.6745375785237,2e-06,0.8865,0.0050904405820013,30.8840929560956
13.7621227354143,2e-06,0.8883,0.00508479312297683,30.1062302195625
13.0897151682831,2e-06,0.8901,0.00277853177274044,16.9831821736199
13.1448926972502,2e-06,0.8862,0.0021827753606682,13.8177560093192
13.4434200453409,2e-06,0.8896,0.00380899010811495,22.7850182762295
12.840967043363,2e-06,0.8951,0.00282117089488884,16.6844002696574
12.881110169387,2e-06,0.889,0.00212195498025189,13.3284330436226
12.516914826735,2e-06,0.8895,0.00507882395551891,32.6630844553166
12.8775388595766,2e-06,0.8898,0.00470624485216925,29.3295803012626
12.4167445545384,2e-06,0.8884,0.00372491267393015,24.4196255203798
12.7537436062193,2e-06,0.8826,0.001793550574851,12.1214653741522
13.3009988625581,2e-06,0.883,0.00212587167119178,13.7231228883538
13.0674352553253,2e-06,0.8926,0.00646184441257329,38.5556957626221
13.2958512959889,2e-06,0.8832,0.00339936046130429,21.9098728784346
13.0859152428882,2e-06,0.8921,0.00355373357926619,21.2845108596108
12.5521773683873,2e-06,0.8987,0.00682957179935033,39.7414873897634
14.6215693560012,2e-06,0.8948,0.00879274734035538,45.8137008321235
12.7045608810443,2e-06,0.8849,0.00268728898946078,17.8283375595788
12.4584467672218,2e-06,0.8941,0.00547159960732823,33.7081781038816
13.0254539801391,2e-06,0.889,0.00461812033680328,28.6859079331749
13.5224138228298,2e-06,0.894,0.0067154064625979,38.1558764825091
13.2604884334634,2e-06,0.8898,0.00374398901104294,22.6589219408751
12.770588189702,2e-06,0.8977,0.00498187555316506,28.8072226029366
13.6187730999792,2e-06,0.8938,0.00670516482342685,37.9079802784496
12.0892609162973,2e-06,0.8904,0.00271537695541653,17.9155764195984
12.9166243430706,2e-06,0.8948,0.00453106758278128,26.7249118313188
11.6281786029886,2e-06,0.9053,0.00505840108493382,29.487233766236
12.6214835487693,2e-06,0.8992,0.00423890807659986,24.3962363938886
13.2752108728362,2e-06,0.8987,0.00584618872666461,32.1663003069745
13.8542776011304,2e-06,0.8941,0.00701346970019311,38.8538367180588
13.132997329945,2e-06,0.908,0.0074614195314572,37.3022122050554
13.8182556737049,2e-06,0.8922,0.00350604838458564,19.8653503608702
13.3714396890037,2e-06,0.8977,0.00914511336601792,50.5045304907513
12.9859224501702,2e-06,0.9007,0.00456734540921552,25.1266819952934
14.2177129554596,2e-06,0.8948,0.00769572040375739,41.2367385411232
13.4063294031756,2e-06,0.8893,0.00518801670106014,31.2151778576279
13.1365188825367,2e-06,0.8888,0.00576451780504417,35.5761082340755
12.9284643630577,2e-06,0.9083,0.0026176622818766,13.2459069522811
13.00075081875,2e-06,0.8964,0.0025747184926932,14.8318126620281
13.2824321627196,2e-06,0.9068,0.00624503938667544,31.3138871423535
12.2896523027239,2e-06,0.8869,0.00227230006537988,15.2787927812495
13.3329622175695,2e-06,0.8987,0.00736301677895718,40.3365593966593
13.3940907822189,2e-06,0.8882,0.00326831899347373,19.9029402959093
12.6246380100676,2e-06,0.889,0.00365104788633078,23.3988664388713
13.3515089187487,2e-06,0.8892,0.00471036743459261,28.4865429642482
14.0993339930509,2e-06,0.8793,0.00480570319045483,30.3182094399763
12.4181332436099,2e-06,0.8997,0.00301728592629251,17.55247527972
13.4171906777508,2e-06,0.8867,0.00363375405398725,22.424467803513
13.2732842231362,2e-06,0.9091,0.00689174515552241,33.641708766492
13.1083091945522,2e-06,0.8867,0.00695156374860072,43.9100609779665
13.4349170780672,2e-06,0.8969,0.00514334481560059,28.5167676950193
13.3937435193051,2e-06,0.8862,0.00277082821926442,17.2144497785179
13.3694686483908,2e-06,0.8937,0.00424066449861767,24.4476027335209
13.6511672799592,2e-06,0.8868,0.00493026911624121,29.8742207260182
13.9184609521702,2e-06,0.8949,0.00570235034854925,31.1792665647812
12.9961003973286,2e-06,0.9085,0.00518155108073033,26.0206352228615
12.4074363226073,2e-06,0.8943,0.00459084119399615,28.3385077473899
12.7624995021699,2e-06,0.8936,0.00305003368909586,18.4392126114108
12.419932896506,2e-06,0.9042,0.00738717414323325,40.8352388273724
13.3254760082268,2e-06,0.8962,0.0105315046445394,59.3164445999222
13.2679745432194,2e-06,0.8833,0.00452344089530979,29.1878376516679
12.8624071780969,2e-06,0.8961,0.00209985166689832,12.2659288099145
13.2846409519698,2e-06,0.8931,0.00627145257501641,36.6160036813358
13.6842702973525,2e-06,0.8775,0.00268783806683188,17.7682814923746
13.5758553918643,2e-06,0.8906,0.00611477546882445,35.8527892616635
13.4274202521782,2e-06,0.8831,0.00424404770816122,27.1123590851132
13.4710022997929,2e-06,0.9001,0.00506482743254256,27.0404848768934
13.6266657014188,2e-06,0.9046,0.00913558510909015,45.8156195184264
13.1123228480853,2e-06,0.885,0.00567907109202416,36.4692848534239
12.7681103488465,2e-06,0.8966,0.00322338882358453,18.8661324213417
13.3495475590276,2e-06,0.8797,0.00397314259069895,26.3738569279411
13.2952125936358,2e-06,0.883,0.00400029341756912,25.8343016006805
14.0634955793768,2e-06,0.8844,0.00531831948050917,32.0306128070319
13.9169012188353,2e-06,0.8921,0.00304879435166091,17.1699289366918
13.2335164944982,2e-06,0.8928,0.00506014949087504,29.7511456368766
12.8422362626311,2e-06,0.8875,0.00538899300084024,34.4687973430042
13.6818054093089,2e-06,0.8859,0.00457028919391874,27.8789376781471
12.4478843014416,2e-06,0.8943,0.00470760375745986,28.9648390904538
12.7544708642983,2e-06,0.8969,0.0040035068719721,23.3812528991515
12.7484642498178,2e-06,0.8917,0.00505815245067105,31.2261714637491
12.6124293043354,2e-06,0.9064,0.00519530224996721,27.5640501655612
13.0793138203435,2e-06,0.9014,0.00583788941333211,31.6377267496401
13.3463525010806,2e-06,0.8826,0.00405081629469835,26.1612889023991
12.6924629165743,2e-06,0.8925,0.00207090185980529,12.7347041584471
12.4886540492639,2e-06,0.8754,0.00246796068562066,18.2267445851802
13.1495514744662,2e-06,0.9071,0.00755952864447042,38.1521775427082
13.7380909771941,2e-06,0.8907,0.00516712799653102,29.9079431990499
13.7751801589247,2e-06,0.8943,0.0058986630641453,32.7961651426369
12.3215843467426,2e-06,0.9025,0.00558870096414776,31.7524125804475
12.8993009755526,2e-06,0.8894,0.00297884760166443,18.608660679546
13.4808313425913,2e-06,0.903,0.00610786617327713,31.5378314177793
12.9025109820501,2e-06,0.8921,0.00568484427658467,34.5324384546189
13.4203375286281,2e-06,0.8964,0.00341638041076943,19.0649511887462
12.3159498066993,2e-06,0.886,0.00352119855468542,23.8379409682625
13.1584130558051,2e-06,0.8921,0.00730554645269913,43.5143101185072
13.0747915508154,2e-06,0.8868,0.00343261732263277,21.7163265915717
12.0700080905038,2e-06,0.8924,0.00279716758430451,18.106672274106
13.1699139285612,2e-06,0.8875,0.00445807150698288,27.8050230969089
12.9003965490572,2e-06,0.8956,0.00489263441238035,28.6484496713439
13.7404907442368,2e-06,0.8843,0.00400445783097673,24.7087184408017
13.6326697188367,2e-06,0.8952,0.00582786739657603,32.4298517583426
12.373397233966,2e-06,0.8897,0.00494936441434001,32.1341934251964
13.0693604476847,2e-06,0.8878,0.00349709231977351,21.9131839138506
13.0481677828764,2e-06,0.8912,0.00202303584516073,12.265429731441
12.840353976962,2e-06,0.8936,0.00317661589029925,19.0880331878087
13.2689532856769,2e-06,0.8955,0.00260241610629245,14.8308410078184
12.7233919791068,2e-06,0.8908,0.00379577708278896,23.6981927907071
13.0727684425059,2e-06,0.8893,0.00458133102363603,28.2682184412798
12.3178279751899,2e-06,0.894,0.00551964813896899,34.4286989634239
12.2223226661294,2e-06,0.8905,0.00334118669974738,21.7822230243311
13.4074326934868,2e-06,0.8821,0.00294539086768874,19.0269115540772
13.7873908141168,2e-06,0.8826,0.00420074235598047,26.2617183471805
12.5281015762361,2e-06,0.893,0.00296930955007826,18.402529975881
13.2069359508082,2e-06,0.8893,0.00483582239980161,29.5353828931377
13.1319995501875,2e-06,0.8939,0.00431721689965393,25.2856697684632
12.7457194441929,2e-06,0.8964,0.002819765679239,16.5684384583629
12.5371125055271,2e-06,0.8965,0.00514004063409068,30.6714346784455
12.8622953929779,2e-06,0.8881,0.00414970490437665,26.3415882614761
12.4414334065775,2e-06,0.8961,0.00234106981161024,14.137675902475
13.2521084927433,2e-06,0.8843,0.00338898265684983,21.6816886391735
12.9310101118154,2e-06,0.8893,0.00365045668706056,22.7713659631746
13.0318966969702,2e-06,0.8873,0.00382458382297535,24.1548861834685
12.2232420885747,2e-06,0.9019,0.00321303170325192,18.5273891612075
13.1456717100492,2e-06,0.8938,0.00610032579790814,35.7297041194355
13.1050559010445,2e-06,0.8893,0.00493835420560736,30.3960880084446
13.3398385943366,2e-06,0.8968,0.00702199060924406,39.2526311250349
13.3949633707924,2e-06,0.9056,0.00642086965808614,32.3789610928646
